id,Store,Date,Sales,Promo,StateHoliday,SchoolHoliday
16773,134,2015-04-23,4204,0,0,0
16774,138,2015-04-23,6721,0,0,0
16775,142,2015-04-23,3972,0,0,0
16776,145,2015-04-23,6196,0,0,0
16777,148,2015-04-23,7429,0,0,0
16778,152,2015-04-23,4394,0,0,0
16779,155,2015-04-23,5337,0,0,0
16780,156,2015-04-23,5882,0,0,0
16781,157,2015-04-23,7738,0,0,0
16782,158,2015-04-23,6389,0,0,0
16783,159,2015-04-23,5982,0,0,0
16784,161,2015-04-23,5993,0,0,0
16785,163,2015-04-23,6085,0,0,0
16786,164,2015-04-23,4722,0,0,0
16787,168,2015-04-23,6019,0,0,0
16788,173,2015-04-23,6426,0,0,0
16789,175,2015-04-23,4365,0,0,0
16790,180,2015-04-23,6005,0,0,0
16791,186,2015-04-23,2958,0,0,0
16792,187,2015-04-23,5251,0,0,0
16793,195,2015-04-23,8257,0,0,0
16794,196,2015-04-23,4343,0,0,0
16795,204,2015-04-23,5006,0,0,0
16796,205,2015-04-23,4313,0,0,0
16797,213,2015-04-23,6302,0,0,0
16798,216,2015-04-23,5128,0,0,0
16799,218,2015-04-23,4681,0,0,0
16800,219,2015-04-23,2565,0,0,0
16801,220,2015-04-23,5915,0,0,0
16802,221,2015-04-23,4926,0,0,0
16803,227,2015-04-23,4669,0,0,0
16804,231,2015-04-23,3680,0,0,0
16805,234,2015-04-23,7161,0,0,0
16806,237,2015-04-23,5056,0,0,0
16807,238,2015-04-23,5717,0,0,0
16808,249,2015-04-23,4180,0,0,0
16809,253,2015-04-23,4352,0,0,0
16810,257,2015-04-23,4757,0,0,0
16811,260,2015-04-23,5332,0,0,0
16812,261,2015-04-23,8426,0,0,0
16813,273,2015-04-23,5706,0,0,0
16814,278,2015-04-23,5804,0,0,0
16815,281,2015-04-23,4201,0,0,0
16816,284,2015-04-23,3701,0,0,0
16817,285,2015-04-23,4079,0,0,0
16818,288,2015-04-23,4600,0,0,0
16819,289,2015-04-23,4757,0,0,0
16820,291,2015-04-23,6148,0,0,0
16821,292,2015-04-23,4979,0,0,0
16822,295,2015-04-23,4750,0,0,0
16823,296,2015-04-23,6037,0,0,0
16824,297,2015-04-23,5223,0,0,0
16825,310,2015-04-23,6750,0,0,0
16826,313,2015-04-23,4841,0,0,0
16827,316,2015-04-23,7656,0,0,0
16828,319,2015-04-23,6078,0,0,0
16829,320,2015-04-23,13114,0,0,0
16830,324,2015-04-23,4648,0,0,0
16831,332,2015-04-23,3459,0,0,0
16832,339,2015-04-23,4684,0,0,0
16833,341,2015-04-23,4125,0,0,0
16834,342,2015-04-23,8348,0,0,0
16835,346,2015-04-23,6520,0,0,0
16836,351,2015-04-23,4706,0,0,0
16837,352,2015-04-23,5217,0,0,0
16838,354,2015-04-23,6314,0,0,0
16839,357,2015-04-23,6570,0,0,0
16840,359,2015-04-23,5162,0,0,0
16841,366,2015-04-23,4836,0,0,0
16842,372,2015-04-23,6244,0,0,0
16843,374,2015-04-23,6376,0,0,0
16844,377,2015-04-23,7119,0,0,0
16845,381,2015-04-23,8079,0,0,0
16846,391,2015-04-23,4576,0,0,0
16847,397,2015-04-23,4565,0,0,0
16848,399,2015-04-23,4811,0,0,0
16849,410,2015-04-23,4634,0,0,0
16850,421,2015-04-23,6646,0,0,0
16851,435,2015-04-23,2507,0,0,0
16852,444,2015-04-23,7161,0,0,0
16853,447,2015-04-23,4238,0,0,0
16854,456,2015-04-23,4519,0,0,0
16855,460,2015-04-23,2737,0,0,0
16856,461,2015-04-23,4185,0,0,0
16857,466,2015-04-23,6284,0,0,0
16858,469,2015-04-23,6816,0,0,0
16859,470,2015-04-23,9120,0,0,0
16860,471,2015-04-23,6116,0,0,0
16861,484,2015-04-23,5252,0,0,0
16862,485,2015-04-23,4043,0,0,0
16863,490,2015-04-23,7279,0,0,0
16864,491,2015-04-23,4439,0,0,0
16865,492,2015-04-23,6150,0,0,0
16866,496,2015-04-23,5570,0,0,0
16867,498,2015-04-23,5987,0,0,0
16868,502,2015-04-23,8011,0,0,0
16869,503,2015-04-23,5373,0,0,0
16870,506,2015-04-23,5032,0,0,0
16871,507,2015-04-23,6625,0,0,0
16872,511,2015-04-23,4865,0,0,0
16873,512,2015-04-23,4896,0,0,0
16874,513,2015-04-23,14988,0,0,0
16875,516,2015-04-23,4836,0,0,0
16876,521,2015-04-23,3687,0,0,0
16877,523,2015-04-23,8978,0,0,0
16878,529,2015-04-23,6771,0,0,0
16879,534,2015-04-23,5647,0,0,0
16880,535,2015-04-23,6958,0,0,0
16881,539,2015-04-23,9450,0,0,0
16882,543,2015-04-23,1677,0,0,0
16883,550,2015-04-23,5168,0,0,0
16884,551,2015-04-23,5071,0,0,0
16885,553,2015-04-23,5360,0,0,0
16886,563,2015-04-23,4222,0,0,0
16887,566,2015-04-23,4568,0,0,0
16888,569,2015-04-23,4152,0,0,0
16889,570,2015-04-23,3502,0,0,0
16890,571,2015-04-23,6356,0,0,0
16891,578,2015-04-23,6305,0,0,0
16892,597,2015-04-23,4097,0,0,0
16893,598,2015-04-23,5013,0,0,0
16894,599,2015-04-23,5427,0,0,0
16895,601,2015-04-23,3338,0,0,0
16896,607,2015-04-23,2839,0,0,0
16897,609,2015-04-23,3787,0,0,0
16898,617,2015-04-23,5070,0,0,0
16899,620,2015-04-23,6556,0,0,0
16900,624,2015-04-23,5829,0,0,0
16901,642,2015-04-23,2829,0,0,0
16902,643,2015-04-23,6457,0,0,0
16903,645,2015-04-23,7688,0,0,0
16904,647,2015-04-23,4717,0,0,0
16905,648,2015-04-23,4792,0,0,0
16906,657,2015-04-23,6143,0,0,0
16907,661,2015-04-23,5842,0,0,0
16908,663,2015-04-23,4665,0,0,0
16909,666,2015-04-23,4543,0,0,0
16910,667,2015-04-23,6282,0,0,0
16911,668,2015-04-23,6534,0,0,0
16912,673,2015-04-23,6477,0,0,0
16913,683,2015-04-23,6563,0,0,0
16914,689,2015-04-23,5100,0,0,0
16915,690,2015-04-23,4681,0,0,0
16916,698,2015-04-23,13933,0,0,0
16917,705,2015-04-23,6580,0,0,0
16918,709,2015-04-23,9004,0,0,0
16919,711,2015-04-23,7004,0,0,0
16920,712,2015-04-23,5392,0,0,0
16921,715,2015-04-23,4626,0,0,0
16922,717,2015-04-23,3353,0,0,0
16923,723,2015-04-23,6240,0,0,0
16924,728,2015-04-23,3816,0,0,0
16925,729,2015-04-23,8504,0,0,0
16926,732,2015-04-23,4290,0,0,0
16927,737,2015-04-23,4507,0,0,0
16928,739,2015-04-23,7690,0,0,0
16929,744,2015-04-23,6180,0,0,0
16930,747,2015-04-23,6191,0,0,0
16931,749,2015-04-23,3989,0,0,0
16932,751,2015-04-23,3488,0,0,0
16933,756,2015-04-23,12202,0,0,0
16934,758,2015-04-23,4333,0,0,0
16935,764,2015-04-23,3107,0,0,0
16936,765,2015-04-23,7416,0,0,0
16937,766,2015-04-23,6035,0,0,0
16938,767,2015-04-23,4744,0,0,0
16939,768,2015-04-23,9410,0,0,0
16940,778,2015-04-23,4803,0,0,0
16941,779,2015-04-23,5624,0,0,0
16942,782,2015-04-23,4326,0,0,0
16943,783,2015-04-23,5838,0,0,0
16944,785,2015-04-23,5177,0,0,0
16945,786,2015-04-23,3204,0,0,0
16946,789,2015-04-23,3442,0,0,0
16947,791,2015-04-23,6626,0,0,0
16948,792,2015-04-23,4607,0,0,0
16949,796,2015-04-23,6291,0,0,0
16950,806,2015-04-23,5266,0,0,0
16951,807,2015-04-23,7433,0,0,0
16952,808,2015-04-23,6702,0,0,0
16953,813,2015-04-23,5071,0,0,0
16954,819,2015-04-23,4884,0,0,0
16955,824,2015-04-23,5918,0,0,0
16956,828,2015-04-23,3889,0,0,0
16957,830,2015-04-23,5125,0,0,0
16958,831,2015-04-23,9839,0,0,0
16959,836,2015-04-23,5365,0,0,0
16960,838,2015-04-23,6458,0,0,0
16961,843,2015-04-23,5206,0,0,0
16962,846,2015-04-23,6786,0,0,0
16963,863,2015-04-23,6685,0,0,0
16964,866,2015-04-23,5540,0,0,0
16965,867,2015-04-23,3597,0,0,0
16966,871,2015-04-23,4960,0,0,0
16967,873,2015-04-23,3323,0,0,0
16968,876,2015-04-23,7908,0,0,0
16969,882,2015-04-23,5421,0,0,0
16970,884,2015-04-23,4206,0,0,0
16971,889,2015-04-23,3564,0,0,0
16972,890,2015-04-23,4217,0,0,0
16973,894,2015-04-23,5337,0,0,0
16974,896,2015-04-23,5828,0,0,0
16975,900,2015-04-23,4833,0,0,0
16976,902,2015-04-23,4072,0,0,0
16977,903,2015-04-23,8948,0,0,0
16978,904,2015-04-23,4350,0,0,0
16979,909,2015-04-23,8995,0,0,0
16980,911,2015-04-23,7827,0,0,0
16981,916,2015-04-23,4080,0,0,0
16982,919,2015-04-23,4619,0,0,0
16983,926,2015-04-23,5633,0,0,0
16984,928,2015-04-23,5379,0,0,0
16985,930,2015-04-23,4591,0,0,0
16986,932,2015-04-23,6330,0,0,0
16987,935,2015-04-23,4349,0,0,0
16988,942,2015-04-23,4930,0,0,0
16989,943,2015-04-23,6194,0,0,0
16990,946,2015-04-23,3792,0,0,0
16991,947,2015-04-23,5617,0,0,0
16992,963,2015-04-23,7980,0,0,0
16993,965,2015-04-23,5998,0,0,0
16994,967,2015-04-23,7208,0,0,0
16995,968,2015-04-23,5637,0,0,0
16996,969,2015-04-23,3470,0,0,0
16997,970,2015-04-23,2829,0,0,0
16998,976,2015-04-23,5448,0,0,0
16999,977,2015-04-23,3538,0,0,0
17000,979,2015-04-23,5124,0,0,0
17001,980,2015-04-23,4552,0,0,0
17002,985,2015-04-23,6665,0,0,0
17003,991,2015-04-23,4179,0,0,0
17004,995,2015-04-23,7260,0,0,0
17005,1000,2015-04-23,5865,0,0,0
17006,1004,2015-04-23,4079,0,0,0
17007,1005,2015-04-23,5140,0,0,0
17008,1006,2015-04-23,4894,0,0,0
17009,1007,2015-04-23,4934,0,0,0
17010,1010,2015-04-23,6393,0,0,0
17011,1016,2015-04-23,3631,0,0,0
17012,1022,2015-04-23,5327,0,0,0
17013,1026,2015-04-23,6674,0,0,0
17014,1032,2015-04-23,7043,0,0,0
17015,1033,2015-04-23,11887,0,0,0
17016,1040,2015-04-23,7442,0,0,0
17017,1044,2015-04-23,4545,0,0,0
17018,1045,2015-04-23,6875,0,0,0
17019,1051,2015-04-23,6002,0,0,0
17020,1054,2015-04-23,4454,0,0,0
17021,1059,2015-04-23,6907,0,0,0
17022,1062,2015-04-23,4888,0,0,0
17023,1064,2015-04-23,7220,0,0,0
17024,1066,2015-04-23,9075,0,0,0
17025,1069,2015-04-23,5237,0,0,0
17026,1076,2015-04-23,3133,0,0,0
17027,1089,2015-04-23,8432,0,0,0
17028,1090,2015-04-23,5642,0,0,0
17029,1092,2015-04-23,9855,0,0,0
17030,1093,2015-04-23,6187,0,0,0
17031,1094,2015-04-23,3770,0,0,0
17032,1097,2015-04-23,9267,0,0,0
17033,1098,2015-04-23,4585,0,0,0
17034,1099,2015-04-23,6630,0,0,0
17035,1104,2015-04-23,4250,0,0,0
17036,1105,2015-04-23,3275,0,0,0
17037,1106,2015-04-23,4322,0,0,0
17038,1108,2015-04-23,4335,0,0,0
17039,1111,2015-04-23,3949,0,0,0
17040,1112,2015-04-23,7111,0,0,0
17041,1113,2015-04-23,6133,0,0,0
17042,1,2015-04-22,3319,0,0,0
17043,9,2015-04-22,6034,0,0,0
17044,11,2015-04-22,6391,0,0,0
17045,12,2015-04-22,6004,0,0,0
17046,14,2015-04-22,4443,0,0,0
17047,18,2015-04-22,6085,0,0,0
17048,21,2015-04-22,3350,0,0,0
17049,24,2015-04-22,7915,0,0,0
17050,25,2015-04-22,9740,0,0,0
17051,38,2015-04-22,4388,0,0,0
17052,41,2015-04-22,4439,0,0,0
17053,43,2015-04-22,5132,0,0,0
17054,55,2015-04-22,3995,0,0,0
17055,56,2015-04-22,6109,0,0,0
17056,60,2015-04-22,7535,0,0,0
17057,68,2015-04-22,5866,0,0,0
17058,75,2015-04-22,4498,0,0,0
17059,78,2015-04-22,3068,0,0,0
17060,84,2015-04-22,10722,0,0,0
17061,85,2015-04-22,4652,0,0,0
17062,91,2015-04-22,3693,0,0,0
17063,95,2015-04-22,6153,0,0,0
17064,98,2015-04-22,4080,0,0,0
17065,101,2015-04-22,5326,0,0,0
17066,111,2015-04-22,4753,0,0,0
17067,113,2015-04-22,4321,0,0,0
17068,115,2015-04-22,6389,0,0,0
17069,120,2015-04-22,5508,0,0,0
17070,121,2015-04-22,3677,0,0,0
17071,128,2015-04-22,6471,0,0,0
17072,133,2015-04-22,4274,0,0,0
17073,134,2015-04-22,4216,0,0,0
17074,138,2015-04-22,5690,0,0,0
17075,142,2015-04-22,3654,0,0,0
17076,145,2015-04-22,6192,0,0,0
17077,148,2015-04-22,7615,0,0,0
17078,152,2015-04-22,4740,0,0,0
17079,155,2015-04-22,5067,0,0,0
17080,156,2015-04-22,4836,0,0,0
17081,157,2015-04-22,7933,0,0,0
17082,158,2015-04-22,6794,0,0,0
17083,159,2015-04-22,4887,0,0,0
17084,161,2015-04-22,5370,0,0,0
17085,163,2015-04-22,6115,0,0,0
17086,164,2015-04-22,5385,0,0,0
17087,168,2015-04-22,6442,0,0,0
17088,173,2015-04-22,6157,0,0,0
17089,175,2015-04-22,4645,0,0,0
17090,180,2015-04-22,5609,0,0,0
17091,186,2015-04-22,3161,0,0,0
17092,187,2015-04-22,4555,0,0,0
17093,195,2015-04-22,8126,0,0,0
17094,196,2015-04-22,4178,0,0,0
17095,204,2015-04-22,4684,0,0,0
17096,205,2015-04-22,4571,0,0,0
17097,213,2015-04-22,6521,0,0,0
17098,216,2015-04-22,5571,0,0,0
17099,218,2015-04-22,4572,0,0,0
17100,219,2015-04-22,3268,0,0,0
17101,220,2015-04-22,3808,0,0,0
17102,221,2015-04-22,4652,0,0,0
17103,227,2015-04-22,5323,0,0,0
17104,231,2015-04-22,3497,0,0,0
17105,234,2015-04-22,8158,0,0,0
17106,237,2015-04-22,4526,0,0,0
17107,238,2015-04-22,5932,0,0,0
17108,249,2015-04-22,3965,0,0,0
17109,253,2015-04-22,4559,0,0,0
17110,257,2015-04-22,4020,0,0,0
17111,260,2015-04-22,5807,0,0,0
17112,261,2015-04-22,9296,0,0,0
17113,273,2015-04-22,5609,0,0,0
17114,278,2015-04-22,5914,0,0,0
17115,281,2015-04-22,4099,0,0,0
17116,284,2015-04-22,3304,0,0,0
17117,285,2015-04-22,4229,0,0,0
17118,288,2015-04-22,3704,0,0,0
17119,289,2015-04-22,4928,0,0,0
17120,291,2015-04-22,5938,0,0,0
17121,292,2015-04-22,5177,0,0,0
17122,295,2015-04-22,4294,0,0,0
17123,296,2015-04-22,6103,0,0,0
17124,297,2015-04-22,5040,0,0,0
17125,310,2015-04-22,7562,0,0,0
17126,313,2015-04-22,4744,0,0,0
17127,316,2015-04-22,7594,0,0,0
17128,319,2015-04-22,6294,0,0,0
17129,320,2015-04-22,12608,0,0,0
17130,324,2015-04-22,4052,0,0,0
17131,332,2015-04-22,3275,0,0,0
17132,339,2015-04-22,4079,0,0,0
17133,341,2015-04-22,4234,0,0,0
17134,342,2015-04-22,8509,0,0,0
17135,346,2015-04-22,5981,0,0,0
17136,351,2015-04-22,4422,0,0,0
17137,352,2015-04-22,4959,0,0,0
17138,354,2015-04-22,6694,0,0,0
17139,357,2015-04-22,6383,0,0,0
17140,359,2015-04-22,5221,0,0,0
17141,366,2015-04-22,4452,0,0,0
17142,372,2015-04-22,6974,0,0,0
17143,374,2015-04-22,6740,0,0,0
17144,377,2015-04-22,6414,0,0,0
17145,381,2015-04-22,7717,0,0,0
17146,391,2015-04-22,4335,0,0,0
17147,397,2015-04-22,4548,0,0,0
17148,399,2015-04-22,4433,0,0,0
17149,410,2015-04-22,5823,0,0,0
17150,421,2015-04-22,6637,0,0,0
17151,435,2015-04-22,3122,0,0,0
17152,444,2015-04-22,8201,0,0,0
17153,447,2015-04-22,4790,0,0,0
17154,456,2015-04-22,5029,0,0,0
17155,460,2015-04-22,2688,0,0,0
17156,461,2015-04-22,3347,0,0,0
17157,466,2015-04-22,6214,0,0,0
17158,469,2015-04-22,7157,0,0,0
17159,470,2015-04-22,8990,0,0,0
17160,471,2015-04-22,5146,0,0,0
17161,484,2015-04-22,5461,0,0,0
17162,485,2015-04-22,4453,0,0,0
17163,490,2015-04-22,7600,0,0,0
17164,491,2015-04-22,4970,0,0,0
17165,492,2015-04-22,6541,0,0,0
17166,496,2015-04-22,6810,0,0,0
17167,498,2015-04-22,6122,0,0,0
17168,502,2015-04-22,8591,0,0,0
17169,503,2015-04-22,4779,0,0,0
17170,506,2015-04-22,6015,0,0,0
17171,507,2015-04-22,6572,0,0,0
17172,511,2015-04-22,4512,0,0,0
17173,512,2015-04-22,5067,0,0,0
17174,513,2015-04-22,13344,0,0,0
17175,516,2015-04-22,4429,0,0,0
17176,521,2015-04-22,3632,0,0,0
17177,523,2015-04-22,9757,0,0,0
17178,529,2015-04-22,5773,0,0,0
17179,534,2015-04-22,5074,0,0,0
17180,535,2015-04-22,6869,0,0,0
17181,539,2015-04-22,8928,0,0,0
17182,543,2015-04-22,1754,0,0,0
17183,550,2015-04-22,5040,0,0,0
17184,551,2015-04-22,4987,0,0,0
17185,553,2015-04-22,5007,0,0,0
17186,563,2015-04-22,4011,0,0,0
17187,566,2015-04-22,4182,0,0,0
17188,569,2015-04-22,4363,0,0,0
17189,570,2015-04-22,3070,0,0,0
17190,571,2015-04-22,5621,0,0,0
17191,578,2015-04-22,7061,0,0,0
17192,597,2015-04-22,3966,0,0,0
17193,598,2015-04-22,4769,0,0,0
17194,599,2015-04-22,7326,0,0,0
17195,601,2015-04-22,3615,0,0,0
17196,607,2015-04-22,2869,0,0,0
17197,609,2015-04-22,4025,0,0,0
17198,617,2015-04-22,4962,0,0,0
17199,620,2015-04-22,6832,0,0,0
17200,624,2015-04-22,5771,0,0,0
17201,642,2015-04-22,3045,0,0,0
17202,643,2015-04-22,6532,0,0,0
17203,645,2015-04-22,7876,0,0,0
17204,647,2015-04-22,4320,0,0,0
17205,648,2015-04-22,4882,0,0,0
17206,657,2015-04-22,5724,0,0,0
17207,661,2015-04-22,5911,0,0,0
17208,663,2015-04-22,4841,0,0,0
17209,666,2015-04-22,4301,0,0,0
17210,667,2015-04-22,6478,0,0,0
17211,668,2015-04-22,6880,0,0,0
17212,673,2015-04-22,5433,0,0,0
17213,683,2015-04-22,6452,0,0,0
17214,689,2015-04-22,4618,0,0,0
17215,690,2015-04-22,4595,0,0,0
17216,698,2015-04-22,14260,0,0,0
17217,705,2015-04-22,6314,0,0,0
17218,709,2015-04-22,9342,0,0,0
17219,711,2015-04-22,5428,0,0,0
17220,712,2015-04-22,4656,0,0,0
17221,715,2015-04-22,5154,0,0,0
17222,717,2015-04-22,3386,0,0,0
17223,723,2015-04-22,5730,0,0,0
17224,728,2015-04-22,3885,0,0,0
17225,729,2015-04-22,8048,0,0,0
17226,732,2015-04-22,4313,0,0,0
17227,737,2015-04-22,4523,0,0,0
17228,739,2015-04-22,7720,0,0,0
17229,744,2015-04-22,6215,0,0,0
17230,747,2015-04-22,5457,0,0,0
17231,749,2015-04-22,3615,0,0,0
17232,751,2015-04-22,3681,0,0,0
17233,756,2015-04-22,12819,0,0,0
17234,758,2015-04-22,4504,0,0,0
17235,764,2015-04-22,3152,0,0,0
17236,765,2015-04-22,7224,0,0,0
17237,766,2015-04-22,5534,0,0,0
17238,767,2015-04-22,4537,0,0,0
17239,768,2015-04-22,9865,0,0,0
17240,778,2015-04-22,4116,0,0,0
17241,779,2015-04-22,5342,0,0,0
17242,782,2015-04-22,4191,0,0,0
17243,783,2015-04-22,5261,0,0,0
17244,785,2015-04-22,4958,0,0,0
17245,786,2015-04-22,3131,0,0,0
17246,789,2015-04-22,3087,0,0,0
17247,791,2015-04-22,6468,0,0,0
17248,792,2015-04-22,5958,0,0,0
17249,796,2015-04-22,6181,0,0,0
17250,806,2015-04-22,4855,0,0,0
17251,807,2015-04-22,7665,0,0,0
17252,808,2015-04-22,5924,0,0,0
17253,813,2015-04-22,4940,0,0,0
17254,819,2015-04-22,4188,0,0,0
17255,824,2015-04-22,6032,0,0,0
17256,828,2015-04-22,4094,0,0,0
17257,830,2015-04-22,5679,0,0,0
17258,831,2015-04-22,9734,0,0,0
17259,836,2015-04-22,5184,0,0,0
17260,838,2015-04-22,7092,0,0,0
17261,843,2015-04-22,5983,0,0,0
17262,846,2015-04-22,6904,0,0,0
17263,863,2015-04-22,6784,0,0,0
17264,866,2015-04-22,4668,0,0,0
17265,867,2015-04-22,3641,0,0,0
17266,871,2015-04-22,4917,0,0,0
17267,873,2015-04-22,3344,0,0,0
17268,876,2015-04-22,7069,0,0,0
17269,882,2015-04-22,5413,0,0,0
17270,884,2015-04-22,4086,0,0,0
17271,889,2015-04-22,2393,0,0,0
17272,890,2015-04-22,4828,0,0,0
17273,894,2015-04-22,6275,0,0,0
17274,896,2015-04-22,5823,0,0,0
17275,900,2015-04-22,5137,0,0,0
17276,902,2015-04-22,3985,0,0,0
17277,903,2015-04-22,8488,0,0,0
17278,904,2015-04-22,4329,0,0,0
17279,909,2015-04-22,8713,0,0,0
17280,911,2015-04-22,7655,0,0,0
17281,916,2015-04-22,3776,0,0,0
17282,919,2015-04-22,4405,0,0,0
17283,926,2015-04-22,5364,0,0,0
17284,928,2015-04-22,6045,0,0,0
17285,930,2015-04-22,4814,0,0,0
17286,932,2015-04-22,6225,0,0,0
17287,935,2015-04-22,4536,0,0,0
17288,942,2015-04-22,5122,0,0,0
17289,943,2015-04-22,6277,0,0,0
17290,946,2015-04-22,3284,0,0,0
17291,947,2015-04-22,7629,0,0,0
17292,963,2015-04-22,8522,0,0,0
17293,965,2015-04-22,6780,0,0,0
17294,967,2015-04-22,6483,0,0,0
17295,968,2015-04-22,6145,0,0,0
17296,969,2015-04-22,3235,0,0,0
17297,970,2015-04-22,2529,0,0,0
17298,976,2015-04-22,5379,0,0,0
17299,977,2015-04-22,2996,0,0,0
17300,979,2015-04-22,4520,0,0,0
17301,980,2015-04-22,5060,0,0,0
17302,985,2015-04-22,5436,0,0,0
17303,991,2015-04-22,3887,0,0,0
17304,995,2015-04-22,7835,0,0,0
17305,1000,2015-04-22,5928,0,0,0
17306,1004,2015-04-22,3879,0,0,0
17307,1005,2015-04-22,5100,0,0,0
17308,1006,2015-04-22,5429,0,0,0
17309,1007,2015-04-22,5484,0,0,0
17310,1010,2015-04-22,7011,0,0,0
17311,1016,2015-04-22,3781,0,0,0
17312,1022,2015-04-22,5574,0,0,0
17313,1026,2015-04-22,6629,0,0,0
17314,1032,2015-04-22,6934,0,0,0
17315,1033,2015-04-22,11811,0,0,0
17316,1040,2015-04-22,6804,0,0,0
17317,1044,2015-04-22,4523,0,0,0
17318,1045,2015-04-22,6376,0,0,0
17319,1051,2015-04-22,6432,0,0,0
17320,1054,2015-04-22,4888,0,0,0
17321,1059,2015-04-22,6270,0,0,0
17322,1062,2015-04-22,4020,0,0,0
17323,1064,2015-04-22,7627,0,0,0
17324,1066,2015-04-22,9724,0,0,0
17325,1069,2015-04-22,6387,0,0,0
17326,1076,2015-04-22,3366,0,0,0
17327,1089,2015-04-22,7547,0,0,0
17328,1090,2015-04-22,5775,0,0,0
17329,1092,2015-04-22,10085,0,0,0
17330,1093,2015-04-22,6830,0,0,0
17331,1094,2015-04-22,3477,0,0,0
17332,1097,2015-04-22,8862,0,0,0
17333,1098,2015-04-22,4585,0,0,0
17334,1099,2015-04-22,5753,0,0,0
17335,1104,2015-04-22,3569,0,0,0
17336,1105,2015-04-22,3147,0,0,0
17337,1106,2015-04-22,3323,0,0,0
17338,1108,2015-04-22,4593,0,0,0
17339,1111,2015-04-22,3402,0,0,0
17340,1112,2015-04-22,6750,0,0,0
17341,1113,2015-04-22,5803,0,0,0
17342,1,2015-04-21,3037,0,0,0
17343,9,2015-04-21,6018,0,0,0
17344,11,2015-04-21,6289,0,0,0
17345,12,2015-04-21,6139,0,0,0
17346,14,2015-04-21,4563,0,0,0
17347,18,2015-04-21,5136,0,0,0
17348,21,2015-04-21,3289,0,0,0
17349,24,2015-04-21,8228,0,0,0
17350,25,2015-04-21,9046,0,0,0
17351,38,2015-04-21,3907,0,0,0
17352,41,2015-04-21,4268,0,0,0
17353,43,2015-04-21,4866,0,0,0
17354,55,2015-04-21,4460,0,0,0
17355,56,2015-04-21,5789,0,0,0
17356,60,2015-04-21,6410,0,0,0
17357,68,2015-04-21,5833,0,0,0
17358,75,2015-04-21,4557,0,0,0
17359,78,2015-04-21,2459,0,0,0
17360,84,2015-04-21,10571,0,0,0
17361,85,2015-04-21,5723,0,0,0
17362,91,2015-04-21,3568,0,0,0
17363,95,2015-04-21,5313,0,0,0
17364,98,2015-04-21,3949,0,0,0
17365,101,2015-04-21,5758,0,0,0
17366,111,2015-04-21,4816,0,0,0
17367,113,2015-04-21,4506,0,0,0
17368,115,2015-04-21,5338,0,0,0
17369,120,2015-04-21,5444,0,0,0
17370,121,2015-04-21,3591,0,0,0
17371,128,2015-04-21,6038,0,0,0
17372,133,2015-04-21,5486,0,0,0
17373,134,2015-04-21,4137,0,0,0
17374,138,2015-04-21,5883,0,0,0
17375,142,2015-04-21,4029,0,0,0
17376,145,2015-04-21,6803,0,0,0
17377,148,2015-04-21,7930,0,0,0
17378,152,2015-04-21,4302,0,0,0
17379,155,2015-04-21,5705,0,0,0
17380,156,2015-04-21,4795,0,0,0
17381,157,2015-04-21,8670,0,0,0
17382,158,2015-04-21,5412,0,0,0
17383,159,2015-04-21,4920,0,0,0
17384,161,2015-04-21,5932,0,0,0
17385,163,2015-04-21,6445,0,0,0
17386,164,2015-04-21,4730,0,0,0
17387,168,2015-04-21,6466,0,0,0
17388,173,2015-04-21,6417,0,0,0
17389,175,2015-04-21,4753,0,0,0
17390,180,2015-04-21,5227,0,0,0
17391,186,2015-04-21,2991,0,0,0
17392,187,2015-04-21,5570,0,0,0
17393,195,2015-04-21,8165,0,0,0
17394,196,2015-04-21,4308,0,0,0
17395,204,2015-04-21,5284,0,0,0
17396,205,2015-04-21,4801,0,0,0
17397,213,2015-04-21,5665,0,0,0
17398,216,2015-04-21,5229,0,0,0
17399,218,2015-04-21,4774,0,0,0
17400,219,2015-04-21,3010,0,0,0
17401,220,2015-04-21,4198,0,0,0
17402,221,2015-04-21,4550,0,0,0
17403,227,2015-04-21,4935,0,0,0
17404,231,2015-04-21,3219,0,0,0
17405,234,2015-04-21,6955,0,0,0
17406,237,2015-04-21,4149,0,0,0
17407,238,2015-04-21,5705,0,0,0
17408,249,2015-04-21,4362,0,0,0
17409,253,2015-04-21,4127,0,0,0
17410,257,2015-04-21,4582,0,0,0
17411,260,2015-04-21,5451,0,0,0
17412,261,2015-04-21,8530,0,0,0
17413,273,2015-04-21,5598,0,0,0
17414,278,2015-04-21,5482,0,0,0
17415,281,2015-04-21,4174,0,0,0
17416,284,2015-04-21,4034,0,0,0
17417,285,2015-04-21,3270,0,0,0
17418,288,2015-04-21,3864,0,0,0
17419,289,2015-04-21,4464,0,0,0
17420,291,2015-04-21,6046,0,0,0
17421,292,2015-04-21,5115,0,0,0
17422,295,2015-04-21,4574,0,0,0
17423,296,2015-04-21,5826,0,0,0
17424,297,2015-04-21,5294,0,0,0
17425,310,2015-04-21,7285,0,0,0
17426,313,2015-04-21,5160,0,0,0
17427,316,2015-04-21,8086,0,0,0
17428,319,2015-04-21,6419,0,0,0
17429,320,2015-04-21,12730,0,0,0
17430,324,2015-04-21,4683,0,0,0
17431,332,2015-04-21,3808,0,0,0
17432,339,2015-04-21,4924,0,0,0
17433,341,2015-04-21,4644,0,0,0
